artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
Piero Piccioni,North Pole Penguin,0.487,0.518,0.0,-14.092,1.0,0.0295,0.264,0.0403,0.0838,0.839,105.303,spotify:track:3d8Xh69WqQ9y8gQ8R2nfQ4,107307.0,4.0
Bobby Vinton,Blue On Blue,0.607,0.303,10.0,-10.065,1.0,0.0244,0.817,0.0,0.183,0.555,97.383,spotify:track:5n6zROqnqMtYXfQ2vazEaz,144533.0,4.0
The Impressions,Too Slow,0.461,0.443,10.0,-11.031,1.0,0.0335,0.527,0.0,0.15,0.695,62.922,spotify:track:7KYm266nz6EmqxfQpLUYdE,166707.0,3.0
Kenny Rogers & The First Edition,Reuben James,0.678,0.729,4.0,-7.902,1.0,0.0411,0.796,4.38e-06,0.182,0.889,93.027,spotify:track:0dvUHLhkBR1p7Fo5Jk50IR,167827.0,4.0
Harry Belafonte,Suzanne (Every Night When the Sun Goes Down),0.411,0.0439,4.0,-26.597,0.0,0.101,0.873,0.0,0.372,0.0622,123.57,spotify:track:4bCCQDr7qlVIsT0pgN13qj,349840.0,4.0
Jerry Goldsmith,"In Like Flint: Odin, Dva, Tri, Kick - From ""In Like Flint""",0.485,0.302,6.0,-17.85,0.0,0.0401,0.75,0.724,0.096,0.308,89.947,spotify:track:75It9viJGnTIIq6lGJrwna,247840.0,3.0
Armando Manzanero,Adoro,0.535,0.456,2.0,-7.06,0.0,0.0286,0.651,0.0,0.397,0.402,102.648,spotify:track:00qP28OLPa3PQ7EmWBsaMK,141667.0,3.0
P. Susheela,Vaaiyaa Raja,0.378,0.776,8.0,-5.765,0.0,0.0815,0.936,0.773,0.905,0.716,162.349,spotify:track:0TXccVA0qDGo96SFyLmqJ4,238602.0,3.0
Krokodil,Watchin' Chain,0.345,0.665,0.0,-9.107,1.0,0.0432,0.104,0.0136,0.0882,0.0961,154.578,spotify:track:2BsC94qmkNJtyZshaQv1yp,422160.0,4.0
Martinho Da Vila,Casa de Bamba,0.777,0.68,8.0,-10.698,1.0,0.151,0.231,0.0,0.129,0.97,91.558,spotify:track:4LGUpFyPi4cmiHjgVobuMd,143867.0,4.0
Paul Anka,"Tonight My Love, Tonight",0.545,0.66,4.0,-7.872,1.0,0.0304,0.657,0.0,0.634,0.884,125.069,spotify:track:0hYEYnKYQt5d0zQdUABH3V,128067.0,4.0
Vincenzo Bellini,"Norma (1997 - Remaster), Act I, Scene 1: Casta diva (Norma/Coro)",0.217,0.0687,5.0,-19.64,1.0,0.0454,0.98,0.000623,0.0935,0.0484,140.09,spotify:track:4Fu6kDeNo7PSyTX42rF1bf,420467.0,4.0
Jerry Goldsmith,Main Title,0.446,0.034,8.0,-28.126,1.0,0.0488,0.966,0.0581,0.119,0.153,119.841,spotify:track:57ZFW90qBiXxuhsPQqzDhR,132827.0,4.0
Brenda Holloway,When I'm Gone,0.39,0.717,5.0,-5.723,0.0,0.0625,0.5,0.0,0.118,0.63,137.076,spotify:track:79T991XVouO4qW6yUIH75z,128000.0,4.0
Frankie Avalon,Don't Let Love Pass Me By,0.481,0.401,11.0,-9.969,0.0,0.0286,0.87,0.00103,0.176,0.37,67.26,spotify:track:7sRUv6Aw8Au1vka3a6fJue,165107.0,4.0
The Shirelles,Tonights The Night,0.442,0.532,1.0,-6.664,1.0,0.0279,0.453,0.0,0.0397,0.962,156.21,spotify:track:29LaaN4wmDoaUBtCQOoCed,117587.0,4.0
Ennio Morricone,For a Few Dollars More: Watch Chimes - Carillion's Theme (2nd Version),0.482,0.0981,2.0,-13.62,0.0,0.0396,0.823,0.962,0.16,0.0594,71.296,spotify:track:5nvKZax7WXaq4H4mVK9b7p,75547.0,4.0
P. Susheela,Ninuchara Manasayera,0.393,0.872,7.0,-5.013,0.0,0.248,0.679,0.00333,0.155,0.939,175.643,spotify:track:03g63182ppDAG8TFJMA9nQ,191027.0,4.0
Harry Belafonte,Who's Gonna Be Your Man,0.673,0.153,11.0,-14.364,1.0,0.0464,0.0998,0.0,0.102,0.387,134.555,spotify:track:6dKlvkPoM9974FAxxwsqsM,220973.0,3.0
The Monkees,The Girl I Knew Somewhere,0.466,0.802,0.0,-8.769,1.0,0.035,0.0488,0.0,0.0728,0.964,175.145,spotify:track:5FOh9frnN5RMHgVOTYoTGI,152613.0,4.0
The Blue Notes,My Hero,0.133,0.501,8.0,-6.248,1.0,0.0353,0.93,0.000423,0.331,0.297,180.673,spotify:track:5Y0IEC9TlpISmEvwSLFMFy,161454.0,3.0
Marty Robbins,Don't Worry,0.648,0.165,4.0,-16.446,1.0,0.0348,0.879,0.000216,0.13,0.435,99.585,spotify:track:0dPfKBYyPmoSfoLJqeKAs4,194160.0,4.0
Enrico Macias,L'Ile du Rhône,0.63,0.444,4.0,-8.04,0.0,0.051,0.846,4.89e-05,0.152,0.877,115.601,spotify:track:17EjSdW0X3PmVHmaT0OmGZ,190227.0,4.0
Little Johnny Taylor,Part Time Love,0.414,0.489,0.0,-10.996,1.0,0.0356,0.596,0.000171,0.195,0.532,91.351,spotify:track:37sL2EUHL00w7uiH5tpY5P,228333.0,3.0
Tito Rodriguez,Una Vez Más,0.475,0.281,7.0,-12.821,0.0,0.0312,0.526,3.17e-06,0.0992,0.557,96.521,spotify:track:2ARNdvKjSd138VXPpELtC3,193800.0,4.0
Little Willie John,(I've Got) Spring Fever,0.699,0.373,0.0,-12.653,1.0,0.0813,0.801,0.518,0.0764,0.73,134.923,spotify:track:2QgRceE7yUSn82yLDAA3ZS,131533.0,4.0
Jorge Ben Jor,"Mas, Que Nada!",0.512,0.511,2.0,-8.645,0.0,0.03,0.662,0.000199,0.209,0.589,89.499,spotify:track:6U03Orwr5Dxt8jahLnQpYV,179293.0,4.0
Benedetto Ghiglia,Sangue sul fondo del mare - 2 version,0.493,0.271,4.0,-17.088,0.0,0.044,0.628,0.427,0.18,0.191,115.419,spotify:track:5jwF83yEJXYZXyrcQxdQVm,182307.0,4.0
Giuseppe Verdi,"La Traviata - Opera in three acts (1992 Digital Remaster), Act I: Libiamo ne' lieti calici (Brindisi)",0.389,0.177,10.0,-17.167,1.0,0.0586,0.981,0.000519,0.468,0.252,103.258,spotify:track:5OnMRilL0UM7EapRmj15oI,182000.0,4.0
Marinês E Sua Gente,Ô Racha Ou Fachêa,0.583,0.773,4.0,-6.509,1.0,0.0441,0.362,0.0,0.352,0.885,96.405,spotify:track:28yIohyWCjBjOrl4ly2Du5,160067.0,4.0
Langston Hughes,Black Verse - Part 1,0.684,0.162,1.0,-14.105,1.0,0.829,0.648,0.0,0.117,0.487,100.534,spotify:track:58WVW1sQoBNVulSNQJwGWM,1020293.0,4.0
Al Martino,Spanish Eyes,0.519,0.481,2.0,-9.796,1.0,0.0283,0.308,1.05e-05,0.121,0.48,109.246,spotify:track:55Z0KHofKqhOMIOygAVXxm,166907.0,4.0
Jimmy Reed,Hush-Hush,0.827,0.362,11.0,-10.333,0.0,0.038,0.915,0.2,0.112,0.914,92.117,spotify:track:1Tx2BAn2UEw1O2qn5Bc8l8,149267.0,4.0
Stelvio Cipriani,Mary's theme,0.365,0.179,4.0,-22.325,0.0,0.0323,0.731,0.457,0.118,0.305,107.928,spotify:track:7Be8fwUh9pt0idUpjWtmpI,130560.0,3.0
Traditional,Weihnachtslieder: Am Weyhnachtsabend,0.247,0.0173,7.0,-29.672,0.0,0.0477,0.974,0.00486,0.0817,0.0879,74.233,spotify:track:0ju5NCrytY9lW9gXPfUdwm,133760.0,5.0
Jack Scott,Patsy,0.643,0.64,0.0,-10.396,1.0,0.0495,0.665,0.0,0.308,0.756,110.928,spotify:track:2pAc35JdZuZHHOAqGqXJyX,149893.0,4.0
Jimmy Velvet,We Belong Together,0.199,0.369,11.0,-12.465,0.0,0.0302,0.789,1.08e-05,0.0932,0.499,100.378,spotify:track:50lNYns1QEjDKi8hl6p1c1,133867.0,3.0
Cher,You Better Sit Down Kids,0.593,0.458,3.0,-11.036,1.0,0.0954,0.645,0.0,0.32,0.449,114.751,spotify:track:09v2waPISsO1PZR36VEzpQ,225000.0,4.0
White Noise,Your Hidden Dreams,0.456,0.449,4.0,-12.659,0.0,0.0436,0.763,0.0301,0.123,0.179,112.036,spotify:track:6Fwsg33beDDq1ZTSlD13yp,295747.0,4.0
Julio Gutierrez,Jam Session (Descarga Caliente),0.454,0.575,10.0,-12.381,0.0,0.0444,0.73,0.0437,0.831,0.723,92.826,spotify:track:4VWpSVrbDnkYTvsqwxeiPd,1012462.0,4.0
The Drifters,"(If You Cry) True Love, True Love",0.511,0.236,0.0,-14.496,1.0,0.043,0.67,0.0,0.0953,0.196,141.222,spotify:track:2mfo3AK0aZzTGcXD0LnLqx,141427.0,4.0
Johnny Pearson,Return of the Silent Movies,0.748,0.695,0.0,-10.853,1.0,0.0586,0.34,0.589,0.0973,0.319,117.238,spotify:track:2OqJuhg3FrhE2npYwHtmC8,70240.0,4.0
The Cyrkle,Penny Arcade,0.662,0.515,7.0,-12.466,1.0,0.0646,0.344,0.0,0.082,0.74,100.451,spotify:track:0h16mEAACVZkQoeOwbxtZP,159640.0,4.0
Traditional,What Shall We Do with the Drunken Sailor,0.442,0.368,0.0,-17.109,1.0,0.058,0.992,0.000832,0.29,0.457,139.197,spotify:track:0xHKpW4u861VAfCMtMvhdz,173133.0,4.0
Dusty Springfield,You Don't Have To Say You Love Me,0.317,0.513,2.0,-9.24,0.0,0.0339,0.455,0.0,0.0719,0.627,111.5,spotify:track:0q8nQ0H4ad4KYcZdrTZPux,170440.0,3.0
The Dave Clark Five,Everybody Knows (I Still Love You),0.446,0.503,0.0,-10.025,1.0,0.0382,0.101,0.0,0.268,0.781,125.064,spotify:track:1zU2N6UlqvEHfwL6VjNLHf,101160.0,4.0
Count Alert,In the Park,0.59,0.646,7.0,-9.827,1.0,0.0945,0.877,0.0597,0.164,0.935,91.751,spotify:track:72iB7Bhy2LXiaXef1UBgA4,158093.0,4.0
Philadelphia Orchestra,El amor brujo: X. Canción del fuego fatuo (Song of the Will o' the Wisp),0.452,0.161,1.0,-19.027,0.0,0.0459,0.94,0.0,0.107,0.408,93.051,spotify:track:2QxFuptzlpB1jIXZNrWJ8G,112133.0,3.0
Len Barry,Lip Sync (To The Tongue Twisters),0.746,0.641,3.0,-13.596,1.0,0.0449,0.415,0.0,0.684,0.944,137.447,spotify:track:5a8eQZcut98ho3QDqhDUKi,159493.0,4.0
Tito Puente,No Hay Amigos,0.459,0.791,5.0,-4.593,1.0,0.0446,0.336,0.00269,0.0528,0.781,108.583,spotify:track:3iDb89obGmh0P98BUIrUeU,174707.0,4.0
Frankie Avalon,A Miracle,0.457,0.317,5.0,-10.69,1.0,0.0289,0.687,0.0,0.0711,0.216,94.441,spotify:track:1USwd0VpMKlgfMYmdrJJvq,138006.0,3.0
The Flamingos,Nobody Loves Me Like You,0.522,0.673,11.0,-3.48,1.0,0.0425,0.789,0.0,0.318,0.659,141.01,spotify:track:0Ed6nYgC601S0UfPASZeUL,134520.0,4.0
Harry Belafonte,Little Bird,0.731,0.321,2.0,-13.441,1.0,0.0425,0.453,0.0,0.116,0.737,125.744,spotify:track:169OO3d7mdESAHJdoZ3yF9,260920.0,4.0
Theodore Roethke,For Children: A Rouse for Stevens / Song for the Squeeze Box,0.714,0.0998,6.0,-23.388,1.0,0.767,0.986,0.0,0.306,0.319,113.149,spotify:track:2tPbnm0vwgWLkX2ITwmjtC,177733.0,5.0
The Crests,Trouble In Paradise,0.389,0.681,7.0,-4.579,0.0,0.0602,0.897,0.0,0.372,0.818,167.882,spotify:track:2sKJ7MINyU9mUukhlW5iM1,145347.0,4.0
The Seekers,Morningtown Ride,0.472,0.377,7.0,-10.096,1.0,0.0304,0.85,0.0,0.255,0.588,116.456,spotify:track:28XkPUMCSPJq6C9ZB1lGcX,161400.0,4.0
Frank Zappa,Motherly Love,0.441,0.603,2.0,-11.486,1.0,0.0392,0.12,0.0,0.247,0.714,128.585,spotify:track:2blBz3G1O3DnSY2k3tqbLE,165600.0,4.0
Sérgio Ricardo,Errinho À Tôa,0.579,0.119,8.0,-16.844,1.0,0.0896,0.95,0.00236,0.118,0.358,104.654,spotify:track:5mEiG9zgEQEdB9OuKHsKSb,141663.0,3.0
Dusty Springfield,A Brand New Me,0.399,0.285,7.0,-11.61,1.0,0.0295,0.936,1.06e-05,0.373,0.306,135.146,spotify:track:6fXYggORMfDwMohgq50SV8,177133.0,3.0
Joe Cocker,She Came In Through The Bathroom Window,0.563,0.564,2.0,-9.42,1.0,0.0273,0.466,5.72e-06,0.136,0.713,88.757,spotify:track:1HLi7j0ENx5KiBeOZPW8xA,156373.0,4.0
P. Susheela,Oorengum Maappillai,0.496,0.508,8.0,-9.899,0.0,0.0539,0.897,0.0911,0.295,0.821,120.991,spotify:track:1ya0yBwNhcPh7RKRma5d6K,251773.0,4.0
George Maharis,Teach Me Tonight,0.273,0.175,3.0,-17.628,1.0,0.0439,0.853,0.0,0.171,0.216,203.335,spotify:track:3s6pnpgC7aDwR6tSByPpef,171693.0,3.0
Roy Head,Get Back,0.72,0.913,1.0,-5.274,1.0,0.248,0.311,0.000186,0.246,0.94,93.373,spotify:track:0290RpkX79wgpUQ89i7c7o,137707.0,4.0
Os Originais Do Samba,Cadê Tereza (Mono),0.435,0.899,4.0,-11.051,0.0,0.0444,0.217,9.96e-06,0.144,0.966,93.064,spotify:track:0Y1RLCzynp0yryYpwY1MGw,282560.0,4.0
Kenny Dorham,"It Could Happen To You - Live At The Jazz Workshop, San Francisco / 1961",0.535,0.532,3.0,-11.479,1.0,0.0503,0.586,0.182,0.694,0.655,82.133,spotify:track:15xmPvsm6NqXRjhXUBeBTs,361600.0,4.0
The Paul Butterfield Blues Band,No Amount of Loving,0.561,0.522,2.0,-13.158,1.0,0.0502,0.54,0.000929,0.0752,0.739,99.004,spotify:track:4wZn1VQXUU5Uo3q6NGMiEO,194053.0,4.0
Joe Tex,A Woman Can Change A Man,0.519,0.687,0.0,-13.092,1.0,0.432,0.657,0.0,0.399,0.836,144.294,spotify:track:1Ti8nW5kOkv33Swl3DZveQ,164867.0,4.0
P. Susheela,Maanaattam,0.427,0.563,3.0,-8.398,1.0,0.0395,0.974,0.122,0.27,0.839,105.8,spotify:track:0MG7dEMzOdorSzlt2zwVLf,216467.0,4.0
Françoise Hardy,Avant de t'en aller,0.504,0.357,7.0,-10.614,0.0,0.0281,0.771,0.0,0.303,0.706,120.316,spotify:track:0DUGIPGTsr16X7ja0bt8Lf,117093.0,4.0
Ennio Morricone,The bandit with missing hand - Il bandito monco,0.174,0.233,5.0,-11.486,0.0,0.0344,0.241,0.688,0.083,0.0321,93.949,spotify:track:42ceXyHNJdfz0ZznzMJvtQ,165907.0,4.0
Raimon,La Pedra,0.533,0.0712,9.0,-15.771,1.0,0.0315,0.979,2.24e-06,0.106,0.235,87.421,spotify:track:6Awga8IIkqOcSCfFzKOaQf,156589.0,4.0
Joe Simon,Message From Maria,0.471,0.418,7.0,-11.453,1.0,0.0271,0.531,2.88e-05,0.53,0.763,92.627,spotify:track:271rEUoF3LoGBHRlkn1ICC,201440.0,4.0
Mercy,Love (Can Make You Happy),0.283,0.254,4.0,-14.306,0.0,0.0314,0.142,1.22e-05,0.155,0.309,172.228,spotify:track:5RlTopKNMnGMgFrvREcKgL,208293.0,4.0
Garoto,Samba de Verão,0.526,0.521,5.0,-8.271,1.0,0.0355,0.849,0.0219,0.205,0.78,151.188,spotify:track:3n8vKDkSjgOjWkRo0gz02r,182439.0,4.0
Nino Rota,Toby Dammit - Main Titles,0.459,0.111,0.0,-10.612,0.0,0.0435,0.903,0.928,0.109,0.581,163.02,spotify:track:2YupsQCT7CK6yyOF2QZgoY,113133.0,4.0
Javier Solís,Las Mañanitas Tapatías,0.382,0.293,9.0,-12.152,1.0,0.0313,0.756,6.74e-05,0.286,0.629,93.995,spotify:track:3uI1BS5ncyOHkxBSRe22nn,177373.0,3.0
The Stooges,I Wanna Be Your Dog - 2019 Remaster,0.523,0.941,4.0,-4.444,0.0,0.0377,0.0878,0.148,0.106,0.145,120.67,spotify:track:79MMMdYL00iwKVHBSAUkLY,192324.0,4.0
Gaetano Donizetti,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act I: Che vuol dire codesta suonata?",0.421,0.294,9.0,-16.066,1.0,0.0601,0.959,0.854,0.129,0.0749,103.233,spotify:track:2k5hteEjjxscZJRhpbBVZe,100440.0,4.0
Paul Dukas,L'apprenti sorcier,0.384,0.245,1.0,-18.297,1.0,0.0574,0.887,0.683,0.0522,0.0894,114.664,spotify:track:23EasDhTzPvc6Y5eQ8dEGv,693933.0,4.0
The Ronettes,Walking In The Rain,0.5,0.655,10.0,-8.313,1.0,0.0308,0.386,0.0,0.0915,0.41,107.75,spotify:track:7MJPH9KJ0dCpHFMnDViuiu,196867.0,4.0
Ludwig van Beethoven,"Sonata No. 8 in C Minor for Piano, Op. 13 ""Pathétique"": II. Adagio cantabile",0.341,0.00393,8.0,-39.003,1.0,0.0433,0.994,0.919,0.106,0.263,124.66,spotify:track:6rekxn9Gvk1ORkU9o7yLBO,326373.0,4.0
Aaron Copland,Appalachian Spring: II. Allegro,0.432,0.378,5.0,-13.299,1.0,0.0543,0.969,0.828,0.189,0.2,82.208,spotify:track:15n7pbeQbg1vHjb1euRMIA,162533.0,4.0
The Merry-Go-Round,Live,0.674,0.712,9.0,-6.966,1.0,0.028,0.254,0.132,0.0312,0.761,129.289,spotify:track:3LQZ52GYA5V0QjDZyUFlXj,153920.0,4.0
P. Susheela,Yamini Yamini,0.422,0.347,5.0,-10.842,1.0,0.0418,0.841,0.000404,0.115,0.557,104.228,spotify:track:1Lsr1i8KYj2XxAljA4Lalh,193573.0,4.0
Gaetano Donizetti,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act I: Caro elisir!",0.437,0.0792,10.0,-22.579,1.0,0.0945,0.963,0.0,0.0669,0.193,88.137,spotify:track:65DuZwg4sBE4IVYxdMp3Pa,148263.0,3.0
Peter And Gordon,To Show I Love You,0.336,0.792,1.0,-7.568,0.0,0.0343,0.429,1.43e-05,0.076,0.904,200.522,spotify:track:3UYALm8BNblDexrC4pDAb1,146147.0,4.0
Major Lance,Girls,0.8,0.647,5.0,-9.36,1.0,0.0396,0.555,0.0,0.0691,0.94,124.481,spotify:track:4PeVnBSbbBpGMkhnXsicTl,127627.0,4.0
Buchanan Brothers,Son Of A Lovin' Man,0.662,0.834,11.0,-5.887,0.0,0.0606,0.645,1.22e-05,0.306,0.843,132.641,spotify:track:70MqJOpUHPB10OzrI06x7U,176693.0,3.0
Santo & Johnny,Tear Drop,0.604,0.347,10.0,-11.783,1.0,0.0268,0.714,0.807,0.144,0.343,93.269,spotify:track:1rH9Pgv6D3qvZcRjlTNyUS,127293.0,3.0
Gaetano Donizetti,La fille du régiment / Act 1: Au bruit de la guerre,0.443,0.212,7.0,-16.637,1.0,0.132,0.97,0.000783,0.715,0.116,120.186,spotify:track:1swGPY9KqKoHi1rbFWf2lu,432867.0,3.0
Neil Diamond,I Got The Feelin' (Oh No No),0.32,0.527,9.0,-7.385,1.0,0.0334,0.581,0.0,0.115,0.709,203.074,spotify:track:0LsKyigOwVWYD19hrvjKDx,129947.0,4.0
B.B. King,Why I Sing The Blues,0.792,0.495,0.0,-11.603,1.0,0.0527,0.239,0.00175,0.074,0.719,118.066,spotify:track:2bIfM0ZOF4gxK1BeqH3Djm,517400.0,4.0
Giuseppe Verdi,"La Traviata - Opera in three acts (1992 Digital Remaster), Act II: [Scene 2] Avrem lieta",0.506,0.138,7.0,-20.571,1.0,0.0516,0.942,0.00107,0.521,0.851,75.53,spotify:track:1v5euYuj3dFyeJLKFdfroj,72827.0,4.0
The Temptations,My Baby,0.52,0.679,3.0,-5.888,1.0,0.0259,0.13,1.74e-06,0.0556,0.92,100.974,spotify:track:1uzcPl4GZSU9Ysl1ZcMLTb,174627.0,4.0
The Stooges,Not Right - 2019 Remaster,0.303,0.777,9.0,-3.849,1.0,0.0308,0.00248,0.785,0.0363,0.446,146.847,spotify:track:6ghf1333jb7cJ9sQCgMRWl,171373.0,4.0
Chico Buarque,Noite Dos Mascarados,0.325,0.489,2.0,-5.469,0.0,0.0289,0.454,0.0,0.365,0.351,97.772,spotify:track:5wvtMxRtnqlWxcqfXakxFN,175867.0,4.0
Peter Thomas,Vivre Pour Vivre / É Tempo de Amar,0.428,0.501,5.0,-11.743,1.0,0.0354,0.0221,0.554,0.0886,0.565,115.922,spotify:track:65ufnCfCsvLeiLQpkr7JDf,218613.0,4.0
Françoise Hardy,Mon amour adieu - Remasterisé en 2016,0.306,0.177,0.0,-14.528,1.0,0.0313,0.888,0.0,0.175,0.329,172.519,spotify:track:5xbIwgQv9uGJmujY1COxOG,145160.0,4.0
Luiz Bonfá,Amor Em Brasilia (Love in Brasilia),0.569,0.377,9.0,-17.235,1.0,0.0389,0.864,0.91,0.109,0.768,126.985,spotify:track:4acm4545WB6cQPQv9Bnznu,138293.0,4.0
The Marathons,Peanut Butter,0.593,0.583,2.0,-8.697,1.0,0.0312,0.403,0.0,0.311,0.915,118.76,spotify:track:5yL4zWTjLh3zJMXpU8hM1b,121720.0,4.0
Louise Bogan,"""Come, Sleep...""",0.734,0.0694,3.0,-24.33,1.0,0.917,0.611,0.0,0.106,0.319,108.734,spotify:track:4xKA7wp7HGw2DFKXqDZ1ME,78472.0,5.0
Andy Williams,More And More,0.425,0.442,7.0,-12.537,1.0,0.0332,0.78,0.00013,0.118,0.494,117.213,spotify:track:0LP7QXzRsu5IGKaYICEbaw,146840.0,4.0
Maxine Brown,It's Gonna Be Alright,0.32,0.386,8.0,-10.353,1.0,0.0414,0.521,8.28e-06,0.146,0.653,188.294,spotify:track:7mUSp0Mn3AZ1jkmBY3Tp0E,157360.0,4.0
Antônio Carlos Jobim,Pardon My English,0.483,0.549,2.0,-9.024,0.0,0.0306,0.664,0.747,0.318,0.879,83.791,spotify:track:6iR86kV463SBQdrmrG2KRG,117027.0,4.0
Frank Zappa,Are You Hung Up?,0.516,0.417,9.0,-17.412,1.0,0.88,0.518,0.00216,0.186,0.233,82.55,spotify:track:2hJRFLEbOtOTMiLkrgeioZ,85307.0,4.0
Tito Rodriguez,Summertime - Live,0.474,0.826,8.0,-10.631,1.0,0.0599,0.726,0.746,0.898,0.722,121.867,spotify:track:0jM34TwiEa4gnznBlu9Qbc,404267.0,4.0
Syd Dale,Cuban Riot,0.396,0.939,4.0,-5.769,1.0,0.145,0.0283,0.8,0.065,0.773,147.126,spotify:track:6hytbJYgUBfXvi6XPyxvag,108333.0,4.0
Piero Piccioni,Le altre 17,0.488,0.203,2.0,-22.788,1.0,0.0284,0.846,0.902,0.0966,0.331,75.369,spotify:track:5IaTjC30kfon3KOXguQf0y,218267.0,4.0
Dean Martin,Lay Some Happiness On Me,0.661,0.527,0.0,-11.77,1.0,0.0357,0.808,0.0,0.226,0.672,77.185,spotify:track:37kJWFpOSGIF5CdKpmNMr4,140267.0,4.0
The Ronettes,"Baby, I Love You",0.545,0.802,3.0,-8.275,1.0,0.0358,0.208,3.7e-05,0.086,0.854,115.692,spotify:track:4V6ZLk1IHdG00qu3B4m8Y9,171480.0,4.0
Quarteto Em Cy,Das Rosas,0.309,0.655,4.0,-10.291,0.0,0.507,0.728,3.61e-05,0.955,0.511,84.741,spotify:track:063ASSEu1SPGkRWqlD9duN,183637.0,4.0
The Orlons,Knock! Knock! (Who's There?),0.645,0.898,7.0,-6.251,1.0,0.0595,0.353,5.24e-06,0.622,0.791,97.774,spotify:track:1RdnFVwreBGgMyNn4DbFh8,139400.0,4.0
Chuck Jackson,I Keep Forgettin',0.82,0.369,11.0,-12.023,0.0,0.0459,0.324,0.0,0.0644,0.719,97.142,spotify:track:1B7G8AYJyEvBUxNV3zdEdL,165453.0,4.0
Los Cinco Latinos,Solamente Tú,0.282,0.519,7.0,-8.658,1.0,0.0386,0.844,0.0,0.241,0.464,148.779,spotify:track:0ZQBCpO9Oj89jIZMvhClkg,183249.0,3.0
Johnny Nash,Cupid,0.639,0.25,0.0,-15.329,1.0,0.0406,0.673,0.0,0.687,0.65,87.697,spotify:track:74FDr9vJuxKWvXPhF5lPf7,205067.0,4.0
The Yardbirds,Happenings Ten Years Time Ago,0.486,0.733,9.0,-8.723,1.0,0.0575,0.417,1.66e-05,0.286,0.601,126.963,spotify:track:3WJtN4tfE2aUoPAU8Vq5N9,177160.0,4.0
The Dells,Wear It On Our Face,0.372,0.636,9.0,-14.092,0.0,0.0393,0.266,0.0,0.104,0.743,84.737,spotify:track:0ZCrdpAw69pX7XbO2JVMeF,205640.0,4.0
The Knockouts,Darling Lorraine,0.531,0.298,11.0,-12.216,1.0,0.0265,0.876,0.000447,0.139,0.539,107.521,spotify:track:58rE0XBpWlcupuTU2nso8j,121443.0,3.0
Jan & Dean,I Found A Girl,0.503,0.736,5.0,-11.162,1.0,0.0327,0.178,0.0188,0.549,0.964,137.521,spotify:track:0aZONv71HjoKut86G2ghVd,145333.0,4.0
Françoise Hardy,Oh oh chéri,0.794,0.41,1.0,-10.917,1.0,0.0395,0.692,2.67e-05,0.0892,0.901,92.078,spotify:track:0SDEi2w2vSb1pTtkgoApk2,139533.0,4.0
Dickey Lee,Laurie (Strange Things Happen),0.687,0.35,5.0,-11.484,1.0,0.0344,0.623,0.0,0.0861,0.435,119.508,spotify:track:1KgyVoQMJcYbX07QC3aIQC,186693.0,4.0
Leno e Lilian,Resta Esperar,0.831,0.641,7.0,-7.724,1.0,0.036,0.472,0.000102,0.0513,0.875,124.982,spotify:track:3YcY3ZXsnKdwAMg47Y5C4P,136348.0,4.0
I Marc 4,Piccadilly Circus,0.666,0.791,4.0,-8.322,1.0,0.031,0.0164,0.453,0.0707,0.936,125.822,spotify:track:2SR4I5GXxVysr3JTyGJdKU,196747.0,4.0
Jr. Walker & The All Stars,Shoot Your Shot,0.677,0.668,2.0,-8.429,0.0,0.0496,0.0435,0.0,0.0924,0.818,116.643,spotify:track:29s6QBRrKNZwkbdkRPWkjK,181960.0,4.0
Jerry Butler,Mr. Dream Merchant,0.39,0.659,5.0,-8.325,0.0,0.0318,0.572,1.32e-05,0.186,0.617,85.997,spotify:track:5e0t3fyvsDApza4UTP0Tiu,158573.0,4.0
Vienna State Opera Orchestra,So stell ich mir die Liebe vor,0.0925,0.333,1.0,-9.947,1.0,0.0372,0.92,0.363,0.134,0.302,175.522,spotify:track:2KmKQXoH0zWHkqwsawTTw0,41613.0,5.0
Joan Manuel Serrat,Soy Lo Prohibido,0.495,0.255,4.0,-15.378,1.0,0.0877,0.956,0.000205,0.104,0.18,89.521,spotify:track:4pdx3pU5jlWboEbaqq8La6,186947.0,4.0
Bobby Darin,Be Mad Little Girl,0.592,0.293,5.0,-16.494,1.0,0.0314,0.769,0.0,0.115,0.794,105.698,spotify:track:33dpZRUyyjAvGkS8xDJkkO,145893.0,4.0
Jerry Goldsmith,Melissa & Darley,0.254,0.277,7.0,-15.822,1.0,0.0413,0.927,0.444,0.273,0.11,116.904,spotify:track:6vLZT1WlhZIDXuEKKG7olY,124267.0,4.0
Jerry Goldsmith,No Rest For Weary,0.391,0.709,4.0,-10.38,0.0,0.0304,0.755,0.777,0.147,0.468,140.366,spotify:track:0UlMsQqyrwSz7kdNxchohf,150027.0,3.0
Canhoto,Tua Imagem,0.645,0.227,10.0,-16.449,0.0,0.0573,0.981,0.953,0.136,0.554,119.003,spotify:track:2FDUOclIy8U6k7EqgSGAh5,163953.0,4.0
